id;nom;niveau;complexite;discipline;sphere;cout;tempsIncantation;uniteIncantation;difficulte;cle;effet;rulebook;effetJeu;perception;duree;dureeUnite;cibles;tags
rune-du-feu;Rune du feu;3;95;Sorcellerie;Feu;9;4;Heure;15;rune de feu (ornée, soigneusement tissée ou gravée), chant saccadé aigu;Ce sort extrêmement répandu et populaire permet d'ensorceler un objet pour qu'il puisse dispenser la chaleur de Koryn. En lançant un peu de feu élémentaire sur la rune, le mage l'ensorcelle pour un an. L'objet peut alors servir à fournir plus ou moins fort. Un pot chauffé plus ou moins fort. Un pot pourra faire bouillir de l'eau, une couverture sera tiède et une tunique permettra de sortir sous la neige à bras nus. Si l'objet est rendu brûlant et maintenu en contact avec la peau nue durant un tour, il peut en résulter une brûlure moyenne (1 Égratignure, une fois par jour et seulement s'il en reste au moins une à cocher). Il est impossible d'augmenter les dommages d'une arme avec cette rune comme toute utilitaire. Un échec au lancé de ce sort a des effets désastreux et enflamme brutalement toute matière combustible dans un rayon de dix mètres autour du mage.;colere-des-dragons;Ensorcelle un objet pour un an afin qu'il dispense la chaleur de Kroryn, plus ou moins fort : un pot fait bouillir de l'eau, une couverture reste tiède, une tunique permet de sortir sous la neige bras nus. Rendu brûlant et maintenu contre la peau nue pendant un tour, l'objet peut causer une brûlure moyenne — 1 Égratignure, une fois par jour, et seulement s'il en reste au moins une à cocher. Impossible d'augmenter les dommages d'une arme avec cette rune, qui reste utilitaire. Un échec au lancement enflamme brutalement toute matière combustible dans un rayon de dix mètres autour du mage.;;1;year;;utility,object,exploration
sanctuaire-de-flammes;Sanctuaire de flammes;3;90;Sorcellerie;Feu;25;10;Heure;25;brasier, cercle runique du feu, cendres volcaniques à lancer sur la cible (consommées);Le mage se met en transe dans un lieu dépassant les 50°C. À la fin du rituel, il enchante les cendres volcaniques pour une heure. Celles-ci, lancées sur une cible, permettent de se fondre dans un feu et d'y trouver refuge. Il est aussi possible de l'utiliser avec de la lave. La cible se transforme en flammes et se mêle au brasier proche. Elle est alors indétectable normalement, tout en restant consciente de son environnement. Il est réduit à une conscience pure et ne peut parler (bien que la télépathie reste utilisable), ni bouger, ni interagir avec son équipement (qui est dématérialisé). Le sort dure tant que le feu est actif, au maximum 1 heure puis trente minutes par NR. S'il s'éteint et que le personnage est inconscient (en sommeil ou en méditation), il est alors rematérialisé brutalement et subit 1D10 blessures, en commençant par les Égratignures. Le personnage peut mettre fin au sort et se rematérialiser en une action dès qu'il le désire. Dans le brasier, ses points de magie de la sphère du Feu se régénèrent au rythme de 2 par heure et les créatures élémentaires se régénèrent quatre fois plus vite.;colere-des-dragons;Les cendres, lancées sur une cible, la transforment en flammes qui se mêlent à un brasier proche — utilisable aussi avec de la lave. Elle devient indétectable normalement tout en restant consciente de son environnement, mais réduite à une conscience pure : elle ne peut ni parler (la télépathie reste utilisable), ni bouger, ni interagir avec son équipement, dématérialisé. Dure tant que le feu est actif, au maximum 1 heure plus trente minutes par NR. Si le feu s'éteint alors que le personnage est inconscient — en sommeil ou en méditation — il est rematérialisé brutalement et subit 1D10 blessures, en commençant par les Égratignures. Il peut mettre fin au sort et se rematérialiser en une action quand il le désire. Dans le brasier, ses points de magie de la Sphère du Feu se régénèrent de 2 par heure, et les créatures élémentaires quatre fois plus vite.;;;;;illusion,protection,self,ritual
griffes-rasoirs;Griffes rasoirs;2;25;Instinctive;Métal;9;2;Action;20;gants munis de griffes en métal ou katar, chant du métal, position (bras croisés sur la poitrine);Le mage croise ses griffes en finissant son chant. Ces dernières deviennent invisibles et peuvent toucher un adversaire jusqu'à 15 m comme si le mage était engagé au corps à corps avec lui. Les griffes ignorent les armures ne comportant pas de métal et infligent des dommages de base de 10. Le mage doit réussir un jet de Physique+corps à corps pour toucher son adversaire, ce dernier ne pouvant qu'esquiver en anticipant les mouvements du mage. Le sort dure 5+2×NR tours après quoi les griffes redeviennent solides et normales.;colere-des-dragons;"Les griffes deviennent invisibles et touchent un adversaire jusqu'à 15 m comme si le mage était engagé au corps à corps. Elles ignorent les armures ne comportant pas de métal et infligent 10 points de dommages de base. Le mage doit réussir un jet de Physique + Corps à corps pour toucher ; l'adversaire ne peut qu'esquiver, en anticipant ses mouvements. À la fin, les griffes redeviennent solides et normales.";Le mage croise ses griffes en finissant son chant.;5 + 2 par NR;round;;attack,self,combat
eclat-insoutenable;Éclat insoutenable;2;40;Instinctive;Métal;4;2;Action;18;armure comportant du métal, position (bras écartés, tête renversée), respiration bloquée;Tout le métal porté par le mage (arme, armure...) se met à briller violemment d'une lumière éclatante, aveuglant toutes les personnes sur 5 m de rayon comme s'ils regardaient le soleil. Il n'y a aucun dégagement de chaleur, mais la lumière est gênante et oblige à combattre en aveugle, avec les malus appropriés (de -5 à l'impossibilité d'agir, au choix du meneur).;colere-des-dragons;Tout le métal porté par le mage — arme, armure — se met à briller violemment, aveuglant toutes les personnes dans un rayon de 5 m comme si elles regardaient le soleil. Aucun dégagement de chaleur, mais la lumière oblige à combattre en aveugle, avec les malus appropriés : de -5 jusqu'à l'impossibilité d'agir, au choix du meneur de jeu.;;;;;debuff,area,combat
cisaille-expeditive;Cisaille expéditive;3;50;Instinctive;Métal;6;1;Action;20;armure comportant du métal, position (coup du plat de la main), cri aigu;Ce sort très puissant est redouté par tous les combattants de Kor. Pour peu qu'il arrive au corps à corps, le mage peut poser sa main sur l'armure métallique visée par un simple jet de Physique + Corps à corps de Difficulté 15. La manœuvre s'esquive normalement mais ne se pare pas. L'armure éclate alors en de multiples fragments acérés qui blessent cruellement son porteur, comme si le métal fuyait le contact du mage. La victime subit 30+1/NR points de dommages sans armure. L'armure perd immédiatement la moitié de son indice de protection;colere-des-dragons;Au corps à corps, le mage pose la main sur une armure métallique sur un jet de Physique + Corps à corps de Difficulté 15. La manœuvre s'esquive normalement mais ne se pare pas. L'armure éclate en fragments acérés : la victime subit (30 + 1 par NR) points de dommages sans armure, et l'armure perd immédiatement la moitié de son indice de protection.;L'armure éclate en de multiples fragments acérés qui blessent cruellement son porteur, comme si le métal fuyait le contact du mage.;;;;attack,enemy,combat
etole-de-laceration;Etole de lacération;3;100;Sorcellerie;Métal;15;4;Heure;20;écharpe de Très Bonne facture, position (danse du derviche), chant du métal.;Le mage ensorcèle un ruban de tissu large comme la main, long d'environ trois mètres. Généralement porté ballant, il ressemble à une banale écharpe ou à un chèche. En combat, le ruban peut filer en tourbillonnant vers un adversaire en devenant tranchant comme un rasoir : il s'allonge magiquement et peut frapper jusqu'à 20 mètres, provoquant 15+1D10 points de dommages. Il s'esquive ou se pare normalement, mais peut frapper 4 cibles proches. Il est utilisable jusqu'à cinq fois par jour et demande une action du mage pour être guidé.;colere-des-dragons;Ensorcelle un ruban de tissu large comme la main et long d'environ trois mètres, porté ballant comme une banale écharpe ou un chèche. En combat, il s'allonge magiquement et frappe jusqu'à 20 mètres pour 15 + 1D10 points de dommages, et peut atteindre 4 cibles proches. S'esquive ou se pare normalement. Utilisable jusqu'à cinq fois par jour, chaque usage demandant une action du mage pour le guider.;Le ruban file en tourbillonnant vers l'adversaire en devenant tranchant comme un rasoir.;;;4;attack,object,combat
metal-servile;Métal servile;3;95;Sorcellerie;Métal;11;5;Heure;20;cercle runique du métal complexe, danse du métal, vif argent (consommé);ce sort fut développé par les mages ingénieurs pour les aider dans leurs travaux sulfureux. Une fois le rituel terminé, le mage obtient une petite quantité de vif argent enchanté pour un jour. Versé sur du minerai ou des lingots de métal, il permet de procéder à froid au mélange de métaux normalement difficiles à liquéfier. Ce sort permet de rendre malléable un kilo de métal comme s'il s'agissait de glaise. Il en résulte un bonus de +2 pour travailler ce métal et bien sûr, la possibilité de se passer de forge. Les effets du liquide durent un jour+1/NR. En cas d'échec, le vif argent se transforme en un poison extrêmement volatile occasionnant de violents tremblements au lanceur du sort pendant toute une journée.;colere-des-dragons;Produit une petite quantité de vif-argent enchanté. Versé sur du minerai ou des lingots, il permet de mélanger à froid des métaux normalement difficiles à liquéfier, et rend un kilo de métal malléable comme de la glaise — bonus de +2 pour le travailler, et plus besoin de forge. Les effets du liquide durent un jour + 1 par NR. En cas d'échec, le vif-argent se transforme en un poison extrêmement volatil, occasionnant de violents tremblements au lanceur pendant toute une journée.;;1 + NR;day;;utility,creation,object
sceau-de-portail;Sceau de portail;3;85;Invocatoire;Métal;10;10;Tour;20;chaîne de métal précieux (consommée), rune du passage brisé, position (un genou à terre, tête baissée, bras écartés);Ce sort permet de sceller un portail élémentaire durable en y apposant le sceau élémentaire de Kezyr. Initialement conçu pour contrer les invasions de créatures éériques, il fonctionne pour tout portail, passage ou tunnel issu de la magie. Le mage doit réussir un jet d'Opposition de Mental+Volonté contre le score d'invocation du lanceur du portail pour le fermer instantanément. Le portail ne peut se rouvrir naturellement avant un cycle. Les portails durables ainsi clos sont toujours référencés par les mages du métal qui se chargent régulièrement de veiller à leur inviolabilité.;colere-des-dragons;Scelle un portail élémentaire durable en y apposant le sceau élémentaire de Kezyr. Conçu contre les invasions de créatures éériques, il fonctionne sur tout portail, passage ou tunnel issu de la magie. Le mage doit réussir un jet d'opposition de Mental + Volonté contre le score d'invocation du lanceur du portail pour le fermer instantanément. Le portail ne peut se rouvrir naturellement avant un cycle. Les portails durables ainsi clos sont toujours référencés par les mages du métal, qui veillent régulièrement à leur inviolabilité.;;1;cycle;;protection,place,ritual
feuille-aceree;Feuille acérée;1;20;Instinctive;Nature;4;1;Action;15;feuille de laurier (consommée), posture de jet;Le mage lance la feuille de laurier vers une cible à moins de 40 m. Ce projectile végétal inflige 5 + 1D10/NR points de dégâts. Si la cible subit au moins une égratignure, un poison contenu dans la feuille lui infligera une autre égratignure à la fin du tour suivant à moins de réussir un jet de Physique+Résistance d'une difficulté de 20.;colere-des-dragons;Projectile végétal lancé sur une cible à moins de 40 m, infligeant (5 + 1D10 par NR) points de dégâts. Si la cible subit au moins une Égratignure, le poison contenu dans la feuille lui en inflige une autre à la fin du tour suivant, à moins de réussir un jet de Physique + Résistance de Difficulté 20.;;;;;attack,enemy,combat
appel-des-predateurs;Appel des prédateurs;3;65;Invocatoire;Nature;4;2;Tour;15;hurlement bestial, attitude prédatrice;le mage convoque 1 + 1/NR prédateurs typiques de la région. Ils apparaissent au début du tour suivant, de derrière un arbre, un rocher, etc. Le mage ne contrôle pas ces prédateurs, qui peuvent s'avérer plutôt affamés.;colere-des-dragons;Convoque (1 + 1 par NR) prédateurs typiques de la région, qui apparaissent au début du tour suivant, de derrière un arbre, un rocher. Le mage ne les contrôle pas, et ils peuvent s'avérer plutôt affamés.;;;;1 + 1 par NR;summoning,combat
arbre-anime;Arbre animé;3;55;Sorcellerie;Nature;30;10;Heure;25;un arbre de plus de 20 mètres de haut, rune de Heyra, rune du foyer;une fois l'arbre enchanté, le mage peut le façonner et le déplacer à sa guise. Nombre d'Experts de la Nature installent leur logis à l'intérieur des troncs. L'arbre peut se déplacer à la vitesse d'un humain, n'est pas ralenti dans les forêts, et ne peut traverser les étendues infranchissables à pied (montagnes, rivières profondes, lacs de lave etc.). Le mage doit se concentrer pour déplacer ou attaquer avec l'arbre, il peut ainsi effectuer une attaque par tour, par jet de Physique + Corps à corps, infligeant 40 + 1D10/NR points de dégâts et qui peut être esquivée avec une Difficulté +5. Si l'arbre prend feu, il devra être éteint avant 10 tours, sinon l'enchantement prendra fin (et l'arbre continuera certainement à brûler). Ce sort dure un Augure.;colere-des-dragons;Une fois l'arbre enchanté, le mage le façonne et le déplace à sa guise — nombre d'Experts de la Nature installent leur logis dans les troncs. L'arbre se déplace à la vitesse d'un humain, n'est pas ralenti en forêt, et ne peut traverser les étendues infranchissables à pied (montagnes, rivières profondes, lacs de lave). Le mage doit se concentrer pour le déplacer ou attaquer : une attaque par tour, sur un jet de Physique + Corps à corps, infligeant (40 + 1D10 par NR) points de dégâts, esquivable avec une Difficulté +5. Si l'arbre prend feu, il doit être éteint avant 10 tours, sinon l'enchantement prend fin — et l'arbre continuera certainement à brûler.;;1;augure;;summoning,attack,object,combat
